id,article_title,article_language,journal_title,jounral_abbreviation,article_jvolumn,article_jissue,author_list
872389,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,eng,Gut,Gut,49,6,"{""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J Veysey"",""L A Thomas""}"
499983,The role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study,English,Chest,,147,6,"{""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""}"
452432,Feverfew (Tanacetum parthenium L.): A systematic review.,,,,0,0,{NULL}
320139,Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough,English,,,16,10,"{""J. P. Cegielski"",""S. P. Althomsons""}"
735083,Muscle variables of importance for physiological performance in competitive football.,ENG,European journal of applied physiology,Eur. J. Appl. Physiol.,,,"{""Sebastien Racinais"",""Olivier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""}"
978471,Chapter 25 - Skin Manifestations of HIV Infection,,,,0,0,"{""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""}"
152626,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling,eng,,,49,0,"{""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""}"
90272,Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results.,eng,Radiology,Radiology,270,2,"{""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""}"
776651,The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrites in polarized neurons,English,Journal of Neurocytology,,22,8,"{""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Weclewicz""}"
931361,Telemedicine in the management of chronic pain: a cost analysis study,,Canadian Journal of Anaesthesia,,56,8,"{""R. Kern"",""A. Pronovost"",""P. Peng""}"
623358,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,eng,The British journal of social psychology / the British Psychological Society,Br J Soc Psychol,43,0,"{""Paschal Sheeran"",""Richard Cooke""}"
385940,"Normalisation of left ventricular systolic function after change from VVI pacing to biventricular pacing in a child with congenital complete atrioventricular block, long-QT syndrome, and congenital muscular dystrophy: a 10-year follow-up.",eng,Cardiology in the young,Cardiol Young,24,3,"{""Jesper I Reimers"",""Sabrina G Elles��e"",""Henrik �� Andersen""}"
951168,Estimating the Effect of Land Leases on Prices of Inner-city Apartment Buildings,,Urban Studies (Routledge),,40,10,"{""Christian T. L. Janssen""}"
515254,Radiographic detection of artificially created horizontal root fracture using different cone beam CT units with small fields of view.,eng,Dento maxillo facial radiology,Dentomaxillofac Radiol,42,4,"{""S Murat"",""H Avsever"",""S Y�_ksel"",""C S Paksoy"",""B Onder"",""K Kamburoglu""}"
674623,Pharmacological treatments for obsessive-compulsive disorder in children and adolescents: a qualitative review.,eng,Actas espa̱olas de psiquiatr�_a,Actas Esp Psiquiatr,41,3,"{""Angel Rosa-Alc����zar"",""Ana I Rosa-Alc����zar"",""Marina Iniesta-Sep���lveda""}"
226419,Anterior approach unilateral right sacrospinous fixation for recurrent pelvic organ prolapse following multiple colorectal surgeries.,ENG,International journal of colorectal disease,Int J Colorectal Dis,,,"{""Enie Akhtar Bt Nawawi"",""Ahlam M Al-Kharabsheh"",""Tsia-Shu Lo""}"
178078,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,,,,13,0,"{""J. De La Camera"",""M. M. Mesfin"",""A. M. Kedir"",""G. Amanual"",""T. Araya"",""I. G. Tareke""}"
453637,Corneal collagen cross-linking for nonectatic disorders: A systematic review.,,,,0,0,{NULL}
57483,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.,eng,The neurologist,Neurologist,18,3,"{""Diana Duro"",""Augusto Gouḷo"",""Gon̤alo Santos"",""Nuno Mendon̤a"",""Isabel Santana"",""Eg�_dio Machado""}"
462849,Methodological Review of the Quality of Reach Out and Read: Does It &quot;Work&quot;?,,,,0,0,{NULL}
338547,New therapies in soft tissue sarcoma,,Expert opinion on emerging drugs,Expert Opin Emerg Drugs,15,2,"{""Bruno Vincenzi"",""Daniele Santini"",""Giuseppe Tonini"",""Anna Maria Frezza""}"
438808,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology,,,,0,0,{NULL}
352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,,20,2,"{""Joel W. Grube"",""Juan A. Luna"",""David A. Gilder"",""Jennifer Roberts"",""Daniel Calac"",""Cindy L. Ehlers"",""Roland S. Moore""}"
887131,Antidiabetic oral treatment in older people: does frailty matter?,eng,Drugs & aging,Drugs Aging,26,,"{""Angela Marie Abbatecola"",""Andrea Corsonello"",""Silvia Bustacchini"",""Fabrizia Lattanzio"",""Giuseppe Paolisso""}"
182296,Body and Illness: Considering Visayan Filipino Children's Perspectives Within Local and Global Relationships of Inequality,,,,25,0,"{""Aitken Alderson Anderson Aptekar Backett-Milburn Beazley Becker Bello Berman Billig Bluebond-Langner Borchgrevink Bucholtz Christensen Constantino Cornwall Dell Clark DiCarlo Diprose Douglas Downe Geissler Goodenough Hart James James Jocano Katz Koppitz L Aguilar"",""Lisa M. Mitchell""}"
49847,"[Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective, multi-center, randomized, placebo-controlled, double-blind trial]",chi,,,5,0,"{""M. D. Jiang"",""Z. J. Fan"",""T. Q. DA  - Jul DP  - NLM ET  - 2007/07/17 Li"",""Q. Xia"",""L. Wang"",""Z. Yu"",""R. M. Zhang"",""F. X. Zhang"",""X. N. Yang"",""H. R. Zhang""}"
524073,Evaluation of technical quality of endodontic treatment--reliability of intraoral radiographs.,eng,Endodontics & dental traumatology,Endod Dent Traumatol,13,6,"{""M Eckerbom"",""T Magnusson""}"
348813,Experience in one centre using the buttoned device for occlusion of atrial septal defect: comparison with the Amplatzer septal occluder.,eng,Cardiol Young,Cardiology in the young,10,5,"{""G Vaksmann"",""A Vincentelli"",""C Francart"",""M A Cajot"",""G M Brevi̬re"",""F Godart"",""J M Coullet"",""P Devos"",""C Rey""}"
427933,"Consciousness, coma, and caring for the brain-injured patient.",eng,AACN Clinical Issues: Advanced Practice in Acute & Critical Care,,16,4,"{""Carmelo Graffagnino"",""DaiWai M Olson""}"
6862,Long-term outcome for immune suppression and immune related lymphoproliferative disorder: Prospective data from the United Kingdom Children's Leukaemia and Cancer Group registry 1994-2004,,Leukemia and Lymphoma,,53,5,"{""A. Wotherspoon"",""M.M. Taj"",""N. Hadzic"",""M. Burke"",""R. Hobson"",""S.E. Height"",""M. Viskaduraki"",""C.R. Pinkerton""}"
853676,"Pulsed cyclophosphamide, thalidomide and dexamethasone: an oral regimen for previously treated patients with multiple myeloma.",eng,The hematology journal : the official journal of the European Haematology Association / EHA,Hematol. J.,5,2,"{""Meletios A Dimopoulos"",""Nikolaos Anagnostopoulos"",""Markela P Zorzou"",""Athanasios Anagnostopoulos"",""Eleni Efstathiou"",""Christos Poziopoulos"",""George Hamilos"",""Vassiliki Grigoraki"",""Dimitra Gika"",""Athanasios Zomas"",""Irini Xilouri""}"
556116,A controlled trial of anterior spinal fusion and d̩bridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in South Africa. Seventh Report of the Medical Research Council Working Party on tuberculosis of the spine,,,,59,2,{NULL}
734870,Stress across the life course and depression in a rapidly developing population: the Guangzhou Biobank Cohort Study.,ENG,International journal of geriatric psychiatry,Int J Geriatr Psychiatry,,,"{""Stephen E Gilman"",""Chaoqiang Jiang"",""Kar Keung Cheng"",""C Mary Schooling"",""Tai Hing Lam"",""Michael Y Ni"",""Gabriel M Leung"",""Weisen Zhang""}"
540850,Glucocorticosteroid treatment of vasogenic oedema,eng,Acta Neurochir Suppl (Wien),Acta neurochirurgica. Supplementum,43,0,"{""W. Bodsch"",""T. Rommel""}"
465756,Non-surgical treatments for anal fissure in adults.,,,,0,0,{NULL}
762269,Spontaneous pneumomediastinum in a healthy adolescent.,eng,Acta Clin. Croat.,,48,4,"{""Renata Vrsalovi����"",""Eva Verona"",""Iva Mihatov-Stefanovi����"",""Biserka Cicak""}"
441902,Pharmacotherapy for inherited colorectal cancer. [Review] [42 refs],,,,0,0,{NULL}
950233,The vascular depression hypothesis: The influence of age on the relationship between cerebrovascular risk factors and depressive symptoms in community dwelling elders,,Aging & Mental Health,,9,2,"{""S. A. Murrell"",""B. T. Mast"",""A. R. Azar""}"
621415,The link between smoking and impotence: two decades of evidence.,eng,Supplement: Active Living Research - Niche to Norm,,32,6,"{""N D Osgood"",""T O Tengs""}"
633877,Stapled haemorrhoidopexy for the treatment of haemorrhoids: a systematic review.,eng,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Colorectal Dis,11,3,"{""H Weatherly"",""D Epstein"",""J Burch"",""N Woolacott"",""D Jayne"",""D Fox"",""A Baba-Akbari Sari""}"
756208,Rapid diagnosis of Mycobacterium tuberculosis infection in children using interferon-gamma release assays (IGRAs).,eng,Allergy and asthma proceedings : the official journal of regional and state allergy societies,Allergy Asthma Proc,33,3,"{""Barbara Zeligs"",""Stephen M Peters"",""Onorina Di Mita"",""Shahla Riazi"",""Henry Yeager"",""German A Benavides"",""Joseph A Bellanti""}"
97853,L2 spinal nerve-block effects on acute low back pain from osteoporotic vertebral fracture,eng,,,10,8,"{""S. Orita"",""M. Takaso"",""S. Ohtori"",""S. Kishida"",""G. Inoue"",""M. Suzuki"",""K. Yamauchi"",""N. Ochiai"",""M. Yamashita"",""Y. Eguchi"",""K. Takahashi""}"
720775,Depression treatment preferences among Japanese undergraduates: using conjoint analysis,English,International Journal of Social Psychiatry,,58,2,"{""S. Sakamoto"",""Y. Okumura""}"
294439,"Alcohol-related road traffic injuries in Eldoret, Kenya",,East African Medical Journal,,75,12,"{""W Odero""}"
375430,A study of the clinicians approach to patients' driving status in the memory clinic setting,English,,,30,0,"{""M. Thomas"",""E. Fairholme"",""N. Nichols"",""M. George""}"
689666,Frequency of CDH1 germline mutations in gastric carcinoma coming from high- and low-risk areas: metanalysis and systematic review of the literature.,eng,Bmc Cancer,,12,,"{""Franco Roviello"",""Daniele Marrelli"",""Carla Vindigni"",""Valeria Pascale"",""Giovanni Corso""}"
896848,Recovery of postoperative cognitive function in elderly patients after a long duration of desflurane anesthesia: a pilot study.,eng,Journal Of Anesthesia,J Anesth,29,4,"{""Michiko Osuda"",""Satoshi Kazuma"",""Michiaki Yamakage"",""Shunsuke Tachibana"",""Tomo Hayase""}"
231182,The change in eating disorder symptoms scale: Scale development and psychometric properties,,Eating Behaviors,,11,3,"{""D. L. Spangler""}"
232896,Detecting and monitoring the symptoms of Parkinson's disease using smartphones: A pilot study.,ENG,Parkinsonism & related disorders,Parkinsonism Relat. Disord.,,,"{""S Arora"",""A Zhan"",""S Donohue"",""E R Dorsey"",""K M Biglan"",""V Venkataraman"",""M A Little""}"
798716,Osteoid osteoma in a 16-year-old boy presenting with atrophy of the left thigh: diagnostic difficulties.,eng,Turk. J. Pediatr.,,50,4,"{""Akin Uz�_mc�_gil"",""Meral Top̤u"",""M Fani Bozkurt"",""Sinem Akg�_l""}"
704812,Systematic review of economic aspects of alternative modes of delivery,eng,,,108,2,"{""R. McCandlish"",""S. Petrou"",""J. Henderson"",""L. Kumiega""}"
203084,Specific collaborative group intervention for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial,,Psychother. Psychosom.,,82,2,"{""Sauer N."",""Szecsenyi J."",""Faber R."",""Guthrie E."",""Schaefert R."",""Herzog W."",""Boelter R."",""Wild B."",""Kaufmann C."",""Schellberg D.""}"
81959,Disruption of the gastroesophageal junction by central obesity and waist belt: role of raised intra-abdominal pressure.,ENG,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus / I.S.D.E,Dis. Esophagus,,,"{""Y Y Lee"",""K E L McColl""}"
235924,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric],fre,Ann Fr Anesth Reanim,Annales francaises d'anesthesie et de reanimation,25,11,"{""F. Bolandard"",""M. Bonnin"",""P. Duband"",""J. E. Bazin"",""J. P. Mission""}"
291020,Effects of a three-month combined training program on the cardiopulmonary and muscle strength capacities of type 2 diabetic subjects.,eng,Journal of Sports Medicine & Physical Fitness,,53,1,"{""O Serresse"",""C Boudreau-Lariviere"",""S Grelier"",""R Zory""}"
408188,Unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.,eng,Experimental cell research,Exp. Cell Res.,319,17,"{""Silke Zimmermann"",""Stefan A Stachelhaus"",""Christiane Hollmann""}"
283460,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,,Journal of Substance Abuse Treatment,,43,4,"{""Marc N. Gourevitch"",""Jennifer McNeely"",""David Stevens"",""John Rotrosen"",""Ellie Grossman"",""Laura Huben"",""Marc Manseau"",""Joshua D. Lee""}"
563505,Multiparametric MRI for recurrent prostate cancer post radical prostatectomy and postradiation therapy.,eng,BioMed research international,Biomed Res Int,2014,,"{""Valeria Panebianco"",""Flavio Barchetti""}"
761676,The Impact of Culture on Learning: Exploring Student Perceptions,,Multicultural Education & Technology Journal,,3,3,"{""Prem Ramburuth"",""Massimiliano Tani""}"
923043,[Changes in plasma concentrations of human hepatocyte growth factor before and after major intra-abdominal surgery under nitrous oxide-sevoflurane anesthesia].,jpn,JPN. J. ANESTHESIOL.,,43,10,"{""H Fukuda"",""H Kasuda"",""J Saitoh"",""H Mitsuhata"",""Y Hirabayashi"",""K Saitoh"",""R Shimizu""}"
248075,Surgical treatment of pathologic fractures of humerus,eng,Injury,Injury,41,11,"{""B. Rossi"",""A. Piccioli"",""G. Maccauro"",""L. Scaramuzzo"",""F. Frenos"",""R. Capanna""}"
313030,"Balancing Identity, Motivation, and Internal Dialogue in the Making of Solos: Conquering the High Wire",English,International Journal of Qualitative Studies in Education (QSE),,24,6,"{""Carey E. Andrzejewski""}"
885384,"Modification of aspects of the endocrine response to tracheal intubation by lignocaine, halothane and thiopentone.",eng,BR J ANAESTH,,56,3,"{""O Widholm"",""A M Lehtinen"",""J Hovorka""}"
361906,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,eng,Annals of internal medicine,Ann. Intern. Med.,161,5,"{""Waleed Alhazzani"",""Lehana Thabane"",""Deborah J Cook"",""Wojciech Szczeklik"",""Anees Sindi"",""Qi Zhou"",""Sultan Altayyar"",""Anna Wludarczyk"",""Gordon H Guyatt"",""[Collective Name] Fluids in Sepsis and Septic Shock Group"",""Michael Wang"",""Guowei Li"",""Roman Jaeschke"",""Diane Heels-Ansdell"",""Alison Fox-Robichaud"",""Bram Rochwerg"",""Fayez Alshamsi"",""Wang-Chun Ip"",""Djillali Annane"",""Lawrence Mbuagbaw""}"
180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,,Energy Policy,,47,0,"{""W. Yu"",""R. Pagani"",""L. Huang""}"
723057,Measuring the value of research data: a citation analysis of oceanographic data sets,English,PLoS ONE [Electronic Resource],,9,0,"{""C. W. Belter""}"
894502,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,,Journal of Biomolecular Techniques,,16,2,"{""David B. Finkelstein""}"
